filename,cluster_id
DMEAN_Cont_N_Morse_S_L11_v3.npz,8
DMEAN_Cont_N_Morse_S_L11_v4.npz,382
DMEAN_Cont_N_Morse_S_L11_v5.npz,401
DMEAN_Cont_N_NonEng_R_L11_v1.npz,439
DMEAN_Cont_N_NonEng_R_L11_v2.npz,58
DMEAN_Cont_N_NonEng_R_L11_v3.npz,430
DMEAN_Cont_N_NonEng_R_L11_v4.npz,488
DMEAN_Cont_N_NonEng_R_L11_v5.npz,30
DMEAN_Cont_N_NonEng_S_L11_v1.npz,475
DMEAN_Cont_N_NonEng_S_L11_v2.npz,27
DMEAN_Cont_N_NonEng_S_L11_v3.npz,339
DMEAN_Cont_N_NonEng_S_L11_v4.npz,5
DMEAN_Cont_N_NonEng_S_L11_v5.npz,4
DMEAN_Cont_N_NonHumanMix_R_L11_v1.npz,378
DMEAN_Cont_N_NonHumanMix_R_L11_v2.npz,308
DMEAN_Cont_N_NonHumanMix_R_L11_v3.npz,18
DMEAN_Cont_N_NonHumanMix_R_L11_v4.npz,502
DMEAN_Cont_N_NonHumanMix_R_L11_v5.npz,335
DMEAN_Cont_N_NonHumanMix_S_L11_v1.npz,40
DMEAN_Cont_N_NonHumanMix_S_L11_v2.npz,418
DMEAN_Cont_N_NonHumanMix_S_L11_v3.npz,422
DMEAN_Cont_N_NonHumanMix_S_L11_v4.npz,131
DMEAN_Cont_N_NonHumanMix_S_L11_v5.npz,384
DMEAN_Cont_N_OverEmoji_R_L11_v1.npz,36
DMEAN_Cont_N_OverEmoji_R_L11_v2.npz,403
DMEAN_Cont_N_OverEmoji_R_L11_v3.npz,208
DMEAN_Cont_N_OverEmoji_R_L11_v4.npz,342
DMEAN_Cont_N_OverEmoji_R_L11_v5.npz,472
DMEAN_Cont_N_OverEmoji_S_L11_v1.npz,491
DMEAN_Cont_N_OverEmoji_S_L11_v2.npz,278
DMEAN_Cont_N_OverEmoji_S_L11_v3.npz,451
DMEAN_Cont_N_OverEmoji_S_L11_v4.npz,277
DMEAN_Cont_N_OverEmoji_S_L11_v5.npz,199
DMEAN_Cont_N_Overload_R_L11_v1.npz,109
DMEAN_Cont_N_Overload_R_L11_v2.npz,161
DMEAN_Cont_N_Overload_R_L11_v3.npz,7
DMEAN_Cont_N_Overload_R_L11_v4.npz,41
DMEAN_Cont_N_Overload_R_L11_v5.npz,66
DMEAN_Cont_N_Overload_S_L11_v1.npz,386
DMEAN_Cont_N_Overload_S_L11_v2.npz,51
DMEAN_Cont_N_Overload_S_L11_v3.npz,373
DMEAN_Cont_N_Overload_S_L11_v4.npz,111
DMEAN_Cont_N_Overload_S_L11_v5.npz,47
DMEAN_Cont_N_Overtoken_R_L11_v1.npz,22
DMEAN_Cont_N_Overtoken_R_L11_v2.npz,375
DMEAN_Cont_N_Overtoken_R_L11_v3.npz,285
DMEAN_Cont_N_Overtoken_R_L11_v4.npz,437
DMEAN_Cont_N_Overtoken_R_L11_v5.npz,191
DMEAN_Cont_N_Overtoken_S_L11_v1.npz,0
DMEAN_Cont_N_Overtoken_S_L11_v2.npz,306
DMEAN_Cont_N_Overtoken_S_L11_v3.npz,414
DMEAN_Cont_N_Overtoken_S_L11_v4.npz,412
DMEAN_Cont_N_Overtoken_S_L11_v5.npz,328
DMEAN_Cont_N_Procbab_R_L11_v1.npz,283
DMEAN_Cont_N_Procbab_R_L11_v2.npz,1
DMEAN_Cont_N_Procbab_R_L11_v3.npz,93
DMEAN_Cont_N_Procbab_R_L11_v4.npz,42
DMEAN_Cont_N_Procbab_R_L11_v5.npz,12
DMEAN_Cont_N_Procbab_S_L11_v1.npz,463
DMEAN_Cont_N_Procbab_S_L11_v2.npz,14
DMEAN_Cont_N_Procbab_S_L11_v3.npz,466
DMEAN_Cont_N_Procbab_S_L11_v4.npz,9
DMEAN_Cont_N_Procbab_S_L11_v5.npz,54
DMEAN_Cont_N_Pseudolang_R_L11_v1.npz,11
DMEAN_Cont_N_Pseudolang_R_L11_v2.npz,250
DMEAN_Cont_N_Pseudolang_R_L11_v3.npz,479
DMEAN_Cont_N_Pseudolang_R_L11_v4.npz,474
DMEAN_Cont_N_Pseudolang_R_L11_v5.npz,478
DMEAN_Cont_N_Pseudolang_S_L11_v1.npz,236
DMEAN_Cont_N_Pseudolang_S_L11_v2.npz,291
DMEAN_Cont_N_Pseudolang_S_L11_v3.npz,329
DMEAN_Cont_N_Pseudolang_S_L11_v4.npz,395
DMEAN_Cont_N_Pseudolang_S_L11_v5.npz,385
DMEAN_Cont_N_SingLang_S_L11_v1.npz,25
DMEAN_Cont_N_SingLang_S_L11_v2.npz,331
DMEAN_Cont_N_SingLang_S_L11_v3.npz,304
DMEAN_Cont_N_SingLang_S_L11_v4.npz,104
DMEAN_Cont_N_SingLang_S_L11_v5.npz,56
DMEAN_Cont_N_SingLangMix_S_L11_v1.npz,387
DMEAN_Cont_N_SingLangMix_S_L11_v2.npz,389
DMEAN_Cont_N_SingLangMix_S_L11_v3.npz,330
DMEAN_Cont_N_SingLangMix_S_L11_v4.npz,390
DMEAN_Cont_N_SingLangMix_S_L11_v5.npz,461
DMEAN_Cont_N_SingLangNonHum_S_L11_v1.npz,361
DMEAN_Cont_N_SingLangNonHum_S_L11_v2.npz,91
DMEAN_Cont_N_SingLangNonHum_S_L11_v3.npz,449
DMEAN_Cont_N_SingLangNonHum_S_L11_v4.npz,62
DMEAN_Cont_N_SingLangNonHum_S_L11_v5.npz,95
DMEAN_Cont_N_SingLangNonHumMix_S_L11_v1.npz,50
DMEAN_Cont_N_SingLangNonHumMix_S_L11_v2.npz,24
DMEAN_Cont_N_SingLangNonHumMix_S_L11_v3.npz,148
DMEAN_Cont_N_SingLangNonHumMix_S_L11_v4.npz,45
DMEAN_Cont_N_SingLangNonHumMix_S_L11_v5.npz,88
DMEAN_Cont_N_StreamNoise_R_L11_v1.npz,470
DMEAN_Cont_N_StreamNoise_R_L11_v2.npz,249
DMEAN_Cont_N_StreamNoise_R_L11_v3.npz,482
DMEAN_Cont_N_StreamNoise_R_L11_v4.npz,108
DMEAN_Cont_N_StreamNoise_R_L11_v5.npz,125
DMEAN_Cont_N_StreamNoise_S_L11_v1.npz,75
DMEAN_Cont_N_StreamNoise_S_L11_v2.npz,37
DMEAN_Cont_N_StreamNoise_S_L11_v3.npz,477
DMEAN_Cont_N_StreamNoise_S_L11_v4.npz,510
DMEAN_Cont_N_StreamNoise_S_L11_v5.npz,29
DMEAN_Cont_N_SynthUniC_R_L11_v1.npz,38
DMEAN_Cont_N_SynthUniC_R_L11_v2.npz,498
DMEAN_Cont_N_SynthUniC_R_L11_v3.npz,63
DMEAN_Cont_N_SynthUniC_R_L11_v4.npz,252
DMEAN_Cont_N_SynthUniC_R_L11_v5.npz,251
DMEAN_Cont_N_SynthUniC_S_L11_v1.npz,508
DMEAN_Cont_N_SynthUniC_S_L11_v2.npz,87
DMEAN_Cont_N_SynthUniC_S_L11_v3.npz,13
DMEAN_Cont_N_SynthUniC_S_L11_v4.npz,64
DMEAN_Cont_N_SynthUniC_S_L11_v5.npz,21
DMEAN_Cont_N_Typobabble_R_L11_v1.npz,452
DMEAN_Cont_N_Typobabble_R_L11_v2.npz,495
DMEAN_Cont_N_Typobabble_R_L11_v3.npz,462
DMEAN_Cont_N_Typobabble_R_L11_v4.npz,490
DMEAN_Cont_N_Typobabble_R_L11_v5.npz,409
DMEAN_Cont_N_Typobabble_S_L11_v1.npz,406
DMEAN_Cont_N_Typobabble_S_L11_v2.npz,110
DMEAN_Cont_N_Typobabble_S_L11_v3.npz,267
DMEAN_Cont_N_Typobabble_S_L11_v4.npz,453
DMEAN_Cont_N_Typobabble_S_L11_v5.npz,393
DMEAN_Cont_N_Zalgo_R_L11_v1.npz,458
DMEAN_Cont_N_Zalgo_R_L11_v2.npz,438
DMEAN_Cont_N_Zalgo_R_L11_v3.npz,365
DMEAN_Cont_N_Zalgo_R_L11_v4.npz,398
DMEAN_Cont_N_Zalgo_R_L11_v5.npz,238
DMEAN_Cont_N_Zalgo_S_L11_v1.npz,35
DMEAN_Cont_N_Zalgo_S_L11_v2.npz,374
DMEAN_Cont_N_Zalgo_S_L11_v3.npz,394
DMEAN_Cont_N_Zalgo_S_L11_v4.npz,428
DMEAN_Cont_N_Zalgo_S_L11_v5.npz,336
DMEAN_Cont_WallfacZ_L11_v1.npz,2
DMEAN_Cont_WallfacZ_L11_v2.npz,122
DMEAN_Cont_WallfacZ_L11_v3.npz,60
DMEAN_Cont_WallfacZ_L11_v4.npz,123
DMEAN_Cont_WallfacZ_L11_v5.npz,23
DMEAN_CtrlPolar_BrightDark_L11_v3.npz,370
DMEAN_CtrlPolar_FastSlow_L11_v2.npz,16
DMEAN_CtrlPolar_HappySad_L11_v4.npz,248
DMEAN_CtrlPolar_HotCold_L11_v1.npz,31
DMEAN_CtrlPolar_SimpleComplex_L11_v5.npz,158
DMEAN_Safe_List_L11_v1.npz,107
DMEAN_Safe_List_L11_v2.npz,505
DMEAN_Safe_List_L11_v3.npz,481
DMEAN_Safe_List_L11_v4.npz,246
DMEAN_Safe_List_L11_v5.npz,28
DMEAN_Safe_Phrase_L11_v1.npz,509
DMEAN_Safe_Phrase_L11_v2.npz,485
DMEAN_Safe_Phrase_L11_v3.npz,230
DMEAN_Safe_Phrase_L11_v4.npz,464
DMEAN_Safe_Phrase_L11_v5.npz,20
DMEAN_Safe_Word_L11_v1.npz,259
DMEAN_Safe_Word_L11_v2.npz,32
DMEAN_Safe_Word_L11_v3.npz,74
DMEAN_Safe_Word_L11_v4.npz,10
DMEAN_Safe_Word_L11_v5.npz,3
DMEAN_Unrelated_AstroBake_L11_v1.npz,124
DMEAN_Unrelated_HistoryBotany_L11_v3.npz,72
DMEAN_Unrelated_MusicGeology_L11_v2.npz,34
DMEAN_Unrelated_OceanLit_L11_v4.npz,175
DMEAN_Unrelated_PhysicsArt_L11_v5.npz,26
DRND_Cont_N_Alphabets_R_L11_v1.npz,369
DRND_Cont_N_Alphabets_R_L11_v2.npz,357
DRND_Cont_N_Alphabets_R_L11_v3.npz,480
DRND_Cont_N_Alphabets_R_L11_v4.npz,312
DRND_Cont_N_Alphabets_R_L11_v5.npz,366
DRND_Cont_N_Alphabets_S_L11_v1.npz,455
DRND_Cont_N_Alphabets_S_L11_v2.npz,367
DRND_Cont_N_Alphabets_S_L11_v3.npz,214
DRND_Cont_N_Alphabets_S_L11_v4.npz,292
DRND_Cont_N_Alphabets_S_L11_v5.npz,496
DRND_Cont_N_BadGramm_R_L11_v1.npz,201
DRND_Cont_N_BadGramm_R_L11_v2.npz,471
DRND_Cont_N_BadGramm_R_L11_v3.npz,371
DRND_Cont_N_BadGramm_R_L11_v4.npz,231
DRND_Cont_N_BadGramm_R_L11_v5.npz,284
DRND_Cont_N_BadGramm_S_L11_v1.npz,446
DRND_Cont_N_BadGramm_S_L11_v2.npz,326
DRND_Cont_N_BadGramm_S_L11_v3.npz,355
DRND_Cont_N_BadGramm_S_L11_v4.npz,200
DRND_Cont_N_BadGramm_S_L11_v5.npz,415
DRND_Cont_N_BPE_R_L11_v1.npz,222
DRND_Cont_N_BPE_R_L11_v2.npz,141
DRND_Cont_N_BPE_R_L11_v3.npz,307
DRND_Cont_N_BPE_R_L11_v4.npz,180
DRND_Cont_N_BPE_R_L11_v5.npz,218
DRND_Cont_N_BPE_S_L11_v1.npz,202
DRND_Cont_N_BPE_S_L11_v2.npz,476
DRND_Cont_N_BPE_S_L11_v3.npz,333
DRND_Cont_N_BPE_S_L11_v4.npz,240
DRND_Cont_N_BPE_S_L11_v5.npz,377
DRND_Cont_N_Conlang_R_L11_v1.npz,100
DRND_Cont_N_Conlang_R_L11_v2.npz,327
DRND_Cont_N_Conlang_R_L11_v3.npz,448
DRND_Cont_N_Conlang_R_L11_v4.npz,379
DRND_Cont_N_Conlang_R_L11_v5.npz,421
DRND_Cont_N_Conlang_S_L11_v1.npz,162
DRND_Cont_N_Conlang_S_L11_v2.npz,228
DRND_Cont_N_Conlang_S_L11_v3.npz,287
DRND_Cont_N_Conlang_S_L11_v4.npz,317
DRND_Cont_N_Conlang_S_L11_v5.npz,314
DRND_Cont_N_Conrandm_R_L11_v1.npz,289
DRND_Cont_N_Conrandm_R_L11_v2.npz,257
DRND_Cont_N_Conrandm_R_L11_v3.npz,388
DRND_Cont_N_Conrandm_R_L11_v4.npz,189
DRND_Cont_N_Conrandm_R_L11_v5.npz,506
DRND_Cont_N_Conrandm_S_L11_v1.npz,178
DRND_Cont_N_Conrandm_S_L11_v2.npz,334
DRND_Cont_N_Conrandm_S_L11_v3.npz,186
DRND_Cont_N_Conrandm_S_L11_v4.npz,270
DRND_Cont_N_Conrandm_S_L11_v5.npz,300
DRND_Cont_N_EmojiSoup_R_L11_v1.npz,383
DRND_Cont_N_EmojiSoup_R_L11_v2.npz,133
DRND_Cont_N_EmojiSoup_R_L11_v3.npz,271
DRND_Cont_N_EmojiSoup_R_L11_v4.npz,397
DRND_Cont_N_EmojiSoup_R_L11_v5.npz,286
DRND_Cont_N_EmojiSoup_S_L11_v1.npz,272
DRND_Cont_N_EmojiSoup_S_L11_v2.npz,413
DRND_Cont_N_EmojiSoup_S_L11_v3.npz,456
DRND_Cont_N_EmojiSoup_S_L11_v4.npz,497
DRND_Cont_N_EmojiSoup_S_L11_v5.npz,269
DRND_Cont_N_Jabberw_R_L11_v1.npz,188
DRND_Cont_N_Jabberw_R_L11_v2.npz,256
DRND_Cont_N_Jabberw_R_L11_v3.npz,359
DRND_Cont_N_Jabberw_R_L11_v4.npz,204
DRND_Cont_N_Jabberw_R_L11_v5.npz,440
DRND_Cont_N_Jabberw_S_L11_v1.npz,229
DRND_Cont_N_Jabberw_S_L11_v2.npz,467
DRND_Cont_N_Jabberw_S_L11_v3.npz,492
DRND_Cont_N_Jabberw_S_L11_v4.npz,483
DRND_Cont_N_Jabberw_S_L11_v5.npz,142
DRND_Cont_N_Morse_R_L11_v1.npz,425
DRND_Cont_N_Morse_R_L11_v2.npz,280
DRND_Cont_N_Morse_R_L11_v3.npz,258
DRND_Cont_N_Morse_R_L11_v4.npz,338
DRND_Cont_N_Morse_R_L11_v5.npz,322
DRND_Cont_N_Morse_S_L11_v1.npz,364
DRND_Cont_N_Morse_S_L11_v2.npz,442
DRND_Cont_N_Morse_S_L11_v3.npz,262
DRND_Cont_N_Morse_S_L11_v4.npz,450
DRND_Cont_N_Morse_S_L11_v5.npz,170
DRND_Cont_N_NonEng_R_L11_v1.npz,163
DRND_Cont_N_NonEng_R_L11_v2.npz,234
DRND_Cont_N_NonEng_R_L11_v3.npz,275
DRND_Cont_N_NonEng_R_L11_v4.npz,484
DRND_Cont_N_NonEng_R_L11_v5.npz,511
DRND_Cont_N_NonEng_S_L11_v1.npz,194
DRND_Cont_N_NonEng_S_L11_v2.npz,493
DRND_Cont_N_NonEng_S_L11_v3.npz,203
DRND_Cont_N_NonEng_S_L11_v4.npz,381
DRND_Cont_N_NonEng_S_L11_v5.npz,319
DRND_Cont_N_NonHumanMix_R_L11_v1.npz,411
DRND_Cont_N_NonHumanMix_R_L11_v2.npz,273
DRND_Cont_N_NonHumanMix_R_L11_v3.npz,210
DRND_Cont_N_NonHumanMix_R_L11_v4.npz,311
DRND_Cont_N_NonHumanMix_R_L11_v5.npz,265
DRND_Cont_N_NonHumanMix_S_L11_v1.npz,315
DRND_Cont_N_NonHumanMix_S_L11_v2.npz,160
DRND_Cont_N_NonHumanMix_S_L11_v3.npz,298
DRND_Cont_N_NonHumanMix_S_L11_v4.npz,206
DRND_Cont_N_NonHumanMix_S_L11_v5.npz,114
DRND_Cont_N_OverEmoji_R_L11_v1.npz,261
DRND_Cont_N_OverEmoji_R_L11_v2.npz,305
DRND_Cont_N_OverEmoji_R_L11_v3.npz,416
DRND_Cont_N_OverEmoji_R_L11_v4.npz,193
DRND_Cont_N_OverEmoji_R_L11_v5.npz,288
DRND_Cont_N_OverEmoji_S_L11_v1.npz,290
DRND_Cont_N_OverEmoji_S_L11_v2.npz,434
DRND_Cont_N_OverEmoji_S_L11_v3.npz,198
DRND_Cont_N_OverEmoji_S_L11_v4.npz,507
DRND_Cont_N_OverEmoji_S_L11_v5.npz,372
DRND_Cont_N_Overload_R_L11_v1.npz,356
DRND_Cont_N_Overload_R_L11_v2.npz,302
DRND_Cont_N_Overload_R_L11_v3.npz,392
DRND_Cont_N_Overload_R_L11_v4.npz,247
DRND_Cont_N_Overload_R_L11_v5.npz,499
DRND_Cont_N_Overload_S_L11_v1.npz,363
DRND_Cont_N_Overload_S_L11_v2.npz,207
DRND_Cont_N_Overload_S_L11_v3.npz,254
DRND_Cont_N_Overload_S_L11_v4.npz,316
DRND_Cont_N_Overload_S_L11_v5.npz,219
DRND_Cont_N_Overtoken_R_L11_v1.npz,345
DRND_Cont_N_Overtoken_R_L11_v2.npz,313
DRND_Cont_N_Overtoken_R_L11_v3.npz,391
DRND_Cont_N_Overtoken_R_L11_v4.npz,281
DRND_Cont_N_Overtoken_R_L11_v5.npz,225
DRND_Cont_N_Overtoken_S_L11_v1.npz,266
DRND_Cont_N_Overtoken_S_L11_v2.npz,299
DRND_Cont_N_Overtoken_S_L11_v3.npz,205
DRND_Cont_N_Overtoken_S_L11_v4.npz,128
DRND_Cont_N_Overtoken_S_L11_v5.npz,157
DRND_Cont_N_Procbab_R_L11_v1.npz,233
DRND_Cont_N_Procbab_R_L11_v2.npz,169
DRND_Cont_N_Procbab_R_L11_v3.npz,197
DRND_Cont_N_Procbab_R_L11_v4.npz,155
DRND_Cont_N_Procbab_R_L11_v5.npz,427
DRND_Cont_N_Procbab_S_L11_v1.npz,173
DRND_Cont_N_Procbab_S_L11_v2.npz,135
DRND_Cont_N_Procbab_S_L11_v3.npz,116
DRND_Cont_N_Procbab_S_L11_v4.npz,293
DRND_Cont_N_Procbab_S_L11_v5.npz,224
DRND_Cont_N_Pseudolang_R_L11_v1.npz,487
DRND_Cont_N_Pseudolang_R_L11_v2.npz,70
DRND_Cont_N_Pseudolang_R_L11_v3.npz,235
DRND_Cont_N_Pseudolang_R_L11_v4.npz,349
DRND_Cont_N_Pseudolang_R_L11_v5.npz,84
DRND_Cont_N_Pseudolang_S_L11_v1.npz,297
DRND_Cont_N_Pseudolang_S_L11_v2.npz,436
DRND_Cont_N_Pseudolang_S_L11_v3.npz,149
DRND_Cont_N_Pseudolang_S_L11_v4.npz,102
DRND_Cont_N_Pseudolang_S_L11_v5.npz,221
DRND_Cont_N_SingLang_S_L11_v1.npz,196
DRND_Cont_N_SingLang_S_L11_v2.npz,465
DRND_Cont_N_SingLang_S_L11_v3.npz,140
DRND_Cont_N_SingLang_S_L11_v4.npz,263
DRND_Cont_N_SingLang_S_L11_v5.npz,346
DRND_Cont_N_SingLangMix_S_L11_v1.npz,144
DRND_Cont_N_SingLangMix_S_L11_v2.npz,192
DRND_Cont_N_SingLangMix_S_L11_v3.npz,310
